order_id,order_name,order_date,price,cogs,sku,campaign_name,adset_name,ad_name,channel,attribution_source
gid://shopify/Order/6351694266457,TC-001/25-26/5174,2025-07-09 12:27:09,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6351712944217,TC-001/25-26/5175,2025-07-09 13:00:22,2499.0,879.0,TH-053-COAT-XXXL,,,,Direct,
gid://shopify/Order/6351722578009,TC-001/25-26/5176,2025-07-09 13:20:45,4697.0,1527.0,"TH-053-COAT-S, TH-053-COAT-L, TH-038-PAWTR",,,,Direct,
gid://shopify/Order/6351762489433,TC-001/25-26/5178,2025-07-09 13:52:28,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6351771238489,TC-001/25-26/5179,2025-07-09 14:05:18,4296.0,1990.0,"TH-044-GREAGLO, TH-012-SNUGBOO-L, TH-018-NAICUTFIL, TH-027-NAS",TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6351868395609,TC-001/25-26/5181,2025-07-09 16:48:50,2497.0,972.0,"TH-008-CLIBRU, TH-063-SILBOO-L, TH-010-PETWIP",TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6351978725465,TC-001/25-26/5183,2025-07-09 18:47:18,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6352023126105,TC-001/25-26/5184,2025-07-09 19:25:43,2398.0,1126.0,"TH-044-GREAGLO, TH-072-AEROPOD-BEIGE",TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6352053141593,TC-001/25-26/5185,2025-07-09 19:51:35,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6352071295065,TC-001/25-26/5186,2025-07-09 20:03:26,1849.0,664.0,TH-070-TGSB,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6352092037209,TC-001/25-26/5187,2025-07-09 20:17:16,1399.0,541.0,TH-063-SILBOO-S,,,,Direct,
gid://shopify/Order/6352112549977,TC-001/25-26/5188,2025-07-09 20:31:24,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6352170582105,TC-001/25-26/5189,2025-07-09 21:12:15,1799.0,652.0,TH-063-SILBOO-XXL,,,,Direct,
gid://shopify/Order/6352181723225,TC-001/25-26/5190,2025-07-09 21:19:33,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6352226287705,TC-001/25-26/5191,2025-07-09 21:52:32,7097.0,3234.0,"TH-073-SMARTSIP, TH-064-LITTER, TH-085-COMFORTCRIB-L-G",TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6352236970073,TC-001/25-26/5192,2025-07-09 22:00:59,1799.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6352261513305,TC-001/25-26/5193,2025-07-09 22:17:33,1699.0,861.0,TH-012-SNUGBOO-L,,,,Direct,
gid://shopify/Order/6352317153369,TC-001/25-26/5194,2025-07-09 22:56:10,1699.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6352353558617,TC-001/25-26/5197,2025-07-09 23:22:05,1599.0,582.0,TH-063-SILBOO-L,,,,Direct,
gid://shopify/Order/6352933847129,TC-001/25-26/5199,2025-07-10 07:12:28,1899.0,940.0,TH-012-SNUGBOO-XXL,,,,Direct,
gid://shopify/Order/6353007837273,TC-001/25-26/5200,2025-07-10 08:24:10,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6353018716249,TC-001/25-26/5201,2025-07-10 08:34:41,1499.0,560.0,TH-063-SILBOO-M,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6353024647257,TC-001/25-26/5202,2025-07-10 08:40:27,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6353051025497,TC-001/25-26/5203,2025-07-10 09:11:27,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6353060954201,TC-001/25-26/5205,2025-07-10 09:22:56,1499.0,560.0,TH-063-SILBOO-M,TH-063-SILBOO – Life Time,Urban Pet Parents,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6353084219481,TC-001/25-26/5207,2025-07-10 09:47:33,1499.0,775.0,TH-012-SNUGBOO-S,TH-076-GRIPEASE,Urban Pet Parents,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6353100210265,TC-001/25-26/5208,2025-07-10 09:53:56,5398.0,3346.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6353102405721,TC-001/25-26/5209,2025-07-10 09:55:17,1499.0,775.0,TH-012-SNUGBOO-S,TH-072-AEROPOD,Urban Pet Parents,TH-072-AEROPOD_ET113_IM253,Meta,customer_journey
gid://shopify/Order/6353146740825,TC-001/25-26/5211,2025-07-10 10:52:15,3698.0,1592.0,"TH-012-SNUGBOO-XXL, TH-063-SILBOO-XXL",TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6353154048089,TC-001/25-26/5212,2025-07-10 11:03:16,1799.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6353157488729,TC-001/25-26/5213,2025-07-10 11:09:48,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6353169547353,TC-001/25-26/5214,2025-07-10 11:28:07,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-063-SILBOO – Life Time,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6353226039385,TC-001/25-26/5215,2025-07-10 13:07:00,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6353362976857,TC-001/25-26/5216,2025-07-10 16:31:48,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6353394434137,TC-001/25-26/5217,2025-07-10 17:08:55,1699.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO – Life Time,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6353527373913,TC-001/25-26/5218,2025-07-10 19:16:36,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6353613914201,TC-001/25-26/5219,2025-07-10 20:25:41,1799.0,905.0,TH-012-SNUGBOO-XL,TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6353656053849,TC-001/25-26/5221,2025-07-10 20:56:31,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6353662672985,TC-001/25-26/5222,2025-07-10 21:01:19,1799.0,652.0,TH-063-SILBOO-XXL,Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6353707303001,TC-001/25-26/5223,2025-07-10 21:32:29,2599.0,1638.0,TH-023-POSADVCLEKIT,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6353805377625,TC-001/25-26/5225,2025-07-10 22:39:13,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6353839161433,TC-001/25-26/5226,2025-07-10 23:01:08,1999.0,1098.0,TH-085-COMFORTCRIB-L-G,TH-085-COMFORTCRIB,Broad Advantage+,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6353911087193,TC-001/25-26/5227,2025-07-10 23:50:20,1799.0,905.0,TH-012-SNUGBOO-XL,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6353928618073,TC-001/25-26/5228,2025-07-11 00:03:16,2399.0,832.0,TH-053-COAT-XXL,TH-063-SILBOO – Life Time,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6354623430745,TC-001/25-26/5229,2025-07-11 06:36:19,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6354669207641,TC-001/25-26/5230,2025-07-11 07:03:55,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6354849857625,TC-001/25-26/5231,2025-07-11 09:17:11,3098.0,1593.0,"TH-012-SNUGBOO-M, TH-012-SNUGBOO-S",TH-012-SNUGBOO,ICP Pet Parent,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6354923454553,TC-001/25-26/5232,2025-07-11 10:25:03,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6354960613465,TC-001/25-26/5233,2025-07-11 11:18:51,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6354973884505,TC-001/25-26/5235,2025-07-11 11:38:59,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6354976309337,TC-001/25-26/5236,2025-07-11 11:42:58,1599.0,818.0,TH-012-SNUGBOO-M,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6355029622873,TC-001/25-26/5237,2025-07-11 13:13:12,449.0,194.0,TH-008-CLIBRU,TH-087-LITTERDEN,Broad Advantage+,TH-087-LITTERDEN_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6355037814873,TC-001/25-26/5238,2025-07-11 13:28:13,1399.0,731.0,TH-012-SNUGBOO-XS,TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6355088638041,TC-001/25-26/5242,2025-07-11 14:11:06,799.0,211.0,TH-037-MISTBRU,,,,Direct,
gid://shopify/Order/6355097190489,TC-001/25-26/5243,2025-07-11 14:30:22,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6355118260313,TC-001/25-26/5244,2025-07-11 15:07:18,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6355154534489,TC-001/25-26/5245,2025-07-11 16:06:05,2999.0,2260.0,TH-087-LITTERDEN,TH-087-LITTERDEN,Broad Advantage+,TH-087-LITTERDEN_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6355255885913,TC-001/25-26/5247,2025-07-11 17:55:20,1997.0,867.0,"TH-006-FLEBRU, TH-005-AQCASHO, TH-038-PAWTR",,,,Direct,
gid://shopify/Order/6355339870297,TC-001/25-26/5249,2025-07-11 18:54:57,1899.0,632.0,TH-058-CAPE-L,TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6355554861145,TC-001/25-26/5250,2025-07-11 20:47:33,2399.0,1098.0,TH-085-COMFORTCRIB-L-G,TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6355815202905,TC-001/25-26/5251,2025-07-11 22:20:53,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6355903119449,TC-001/25-26/5252,2025-07-11 22:43:37,3298.0,1302.0,"TH-038-PAWTR, TH-012-SNUGBOO-XL",R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6355981762649,TC-001/25-26/5253,2025-07-11 23:04:33,2199.0,905.0,TH-012-SNUGBOO-XL,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6356184957017,TC-001/25-26/5254,2025-07-11 23:58:36,1099.0,426.0,TH-055-CHEWBALL,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6357473624153,TC-001/25-26/5260,2025-07-12 13:21:28,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6357482504281,TC-001/25-26/5261,2025-07-12 13:34:15,1099.0,397.0,TH-038-PAWTR,TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6357537587289,TC-001/25-26/5262,2025-07-12 14:44:58,449.0,176.0,TH-044-GREAGLO,Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6357557936217,TC-001/25-26/5263,2025-07-12 15:25:18,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6357559869529,TC-001/25-26/5264,2025-07-12 15:28:43,1299.0,499.0,TH-040-MAZE,TH - E2 RPP - Video - India - IG & FB - Sales - 04/05/2025,"9SDE - E2 - Ad Set 1 (Animal rescue groups, Dog agility, National Dog Show)",TH-036FMB-ET101-SI210-ET137-ET139 – Copy,Meta,customer_journey
gid://shopify/Order/6357609087065,TC-001/25-26/5267,2025-07-12 16:44:59,1899.0,632.0,TH-058-CAPE-L,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6357610430553,TC-001/25-26/5268,2025-07-12 16:47:10,2299.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6357632548953,TC-001/25-26/5269,2025-07-12 17:19:57,2299.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6358134816857,TC-001/25-26/5271,2025-07-12 23:32:26,8396.0,2650.0,"TH-053-COAT-XL, TH-063-SILBOO-L",TH-012-SNUGBOO,ICP Pet Parent,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6358852436057,TC-001/25-26/5272,2025-07-13 09:25:58,2399.0,1098.0,TH-085-COMFORTCRIB-L-G,TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6358890086489,TC-001/25-26/5273,2025-07-13 09:57:28,2099.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6358913122393,TC-001/25-26/5274,2025-07-13 10:33:30,2999.0,2260.0,TH-087-LITTERDEN,TH-087-LITTERDEN,Broad Advantage+,TH-087-LITTERDEN_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6358926917721,TC-001/25-26/5275,2025-07-13 10:57:06,1599.0,554.0,TH-076-GRIPEASE,TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6358928949337,TC-001/25-26/5276,2025-07-13 11:01:08,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6358989635673,TC-001/25-26/5278,2025-07-13 12:54:52,3999.0,3047.0,TH-082-FEEDSYNC,TH-082-FEEDSYNC,Broad Advantage+,TH-082-FEEDSYNC_CF309_ET110,Meta,customer_journey
gid://shopify/Order/6359014408281,TC-001/25-26/5279,2025-07-13 13:35:20,1398.0,483.0,"TH-037-MISTBRU, TH-005-AQCASHO",TH-087-LITTERDEN,Broad Advantage+,TH-087-LITTERDEN_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6359034691673,TC-001/25-26/5280,2025-07-13 13:45:40,2297.0,991.0,"TH-013-PAWCLESH, TH-051-LICKMAT, TH-018-NAICUTFIL",TH-082-FEEDSYNC,ICP Pet Parent,TH-082-FEEDSYNC_CF309_ET110,Meta,customer_journey
gid://shopify/Order/6359051305049,TC-001/25-26/5281,2025-07-13 14:07:45,1999.0,818.0,TH-012-SNUGBOO-M,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6359063953497,TC-001/25-26/5282,2025-07-13 14:28:36,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6359126081625,TC-001/25-26/5284,2025-07-13 16:22:05,2099.0,1121.0,TH-073-SMARTSIP,TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,Meta,customer_journey
gid://shopify/Order/6359137321049,TC-001/25-26/5285,2025-07-13 16:36:08,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6359140466777,TC-001/25-26/5286,2025-07-13 16:40:25,1099.0,397.0,TH-038-PAWTR,,,,Direct,
gid://shopify/Order/6359168614489,TC-001/25-26/5287,2025-07-13 17:19:46,2299.0,940.0,TH-012-SNUGBOO-XXL,TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6359202529369,TC-001/25-26/5288,2025-07-13 18:02:51,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6359230021721,TC-001/25-26/5289,2025-07-13 18:33:29,2399.0,1098.0,TH-085-COMFORTCRIB-L-G,TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6359373578329,TC-001/25-26/5290,2025-07-13 20:39:54,4997.0,2232.0,"TH-069-CATFEED, TH-013-PAWCLESH, TH-085-COMFORTCRIB-L-G",TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6359378788441,TC-001/25-26/5291,2025-07-13 20:44:01,6098.0,4168.0,"TH-082-FEEDSYNC, TH-073-SMARTSIP",TH-082-FEEDSYNC,Broad Advantage+,TH-082-FEEDSYNC_CF309_ET110,Meta,customer_journey
gid://shopify/Order/6359518740569,TC-001/25-26/5292,2025-07-13 22:18:31,2698.0,771.0,"TH-037-MISTBRU, TH-063-SILBOO-M",TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6359542431833,TC-001/25-26/5293,2025-07-13 22:34:00,899.0,341.0,TH-083-SPILLGUARD,TH-083-SPILLGUARD,Urban Pet Parents,TH-083-SPILLGUARD_ET112_ET199,Meta,customer_journey
gid://shopify/Order/6359759487065,TC-001/25-26/5294,2025-07-14 00:42:02,6598.0,3847.0,"TH-082-FEEDSYNC, TH-061-PUPHOME",TH-082-FEEDSYNC,Broad Advantage+,TH-082-FEEDSYNC_CF309_ET110,Meta,customer_journey
gid://shopify/Order/6359837311065,TC-001/25-26/5295,2025-07-14 01:31:00,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6359931781209,TC-001/25-26/5296,2025-07-14 02:29:30,4797.0,1719.0,"TH-012-SNUGBOO-M, TH-083-SPILLGUARD, TH-063-SILBOO-M",TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6360476287065,TC-001/25-26/5299,2025-07-14 10:07:27,1598.0,593.0,"TH-038-PAWTR, TH-010-PETWIP",,,,Direct,
gid://shopify/Order/6360520261721,TC-001/25-26/5300,2025-07-14 11:12:34,2499.0,879.0,TH-053-COAT-XXXL,TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6360594317401,TC-001/25-26/5301,2025-07-14 11:59:56,1899.0,775.0,TH-012-SNUGBOO-S,,,,Direct,
gid://shopify/Order/6360662868057,TC-001/25-26/5302,2025-07-14 12:27:24,1999.0,818.0,TH-012-SNUGBOO-M,TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6360703926361,TC-001/25-26/5303,2025-07-14 12:43:40,1799.0,541.0,TH-063-SILBOO-S,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6360722833497,TC-001/25-26/5304,2025-07-14 12:51:48,898.0,549.0,"TH-008-CLIBRU, TH-016-SIPBOT",TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6360831393881,TC-001/25-26/5305,2025-07-14 13:34:23,2399.0,1098.0,TH-085-COMFORTCRIB-L-G,TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6360845582425,TC-001/25-26/5306,2025-07-14 13:38:18,2199.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6361040388185,TC-001/25-26/5309,2025-07-14 15:59:09,2499.0,1071.0,TH-084-AQUAGLOW,Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6361040420953,TC-001/25-26/5310,2025-07-14 15:59:15,1899.0,775.0,TH-012-SNUGBOO-S,TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6361060933721,TC-001/25-26/5311,2025-07-14 16:29:34,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6361070829657,TC-001/25-26/5312,2025-07-14 16:36:09,2099.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6361077743705,TC-001/25-26/5313,2025-07-14 16:44:06,1799.0,541.0,TH-063-SILBOO-S,TH-063-SILBOO- Alternate Twin,Luxury Spenders,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6361106841689,TC-001/25-26/5314,2025-07-14 17:20:21,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6361110052953,TC-001/25-26/5315,2025-07-14 17:24:33,1799.0,541.0,TH-063-SILBOO-S,TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6361243320409,TC-001/25-26/5317,2025-07-14 19:24:12,2199.0,905.0,TH-012-SNUGBOO-XL,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6361557631065,TC-001/25-26/5319,2025-07-14 22:29:08,2299.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6361584959577,TC-001/25-26/5320,2025-07-14 22:46:21,1799.0,541.0,TH-063-SILBOO-S,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6361681690713,TC-001/25-26/5321,2025-07-14 23:50:24,2499.0,879.0,TH-053-COAT-XXXL,TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6362311098457,TC-001/25-26/5322,2025-07-15 07:47:36,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6362328236121,TC-001/25-26/5323,2025-07-15 08:04:07,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6362394722393,TC-001/25-26/5324,2025-07-15 09:12:30,449.0,194.0,TH-008-CLIBRU,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-008-CLIBRU,Meta,customer_journey
gid://shopify/Order/6362397802585,TC-001/25-26/5325,2025-07-15 09:16:18,799.0,211.0,TH-037-MISTBRU,,,,Direct,
gid://shopify/Order/6362427293785,TC-001/25-26/5326,2025-07-15 09:47:51,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6362428440665,TC-001/25-26/5327,2025-07-15 09:49:48,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
